240000K5890Q,K589,BXP,北京西,CQW,重庆,BXP,北京西,BPW,北碚,10:31,14:44,1,,28:13,Y,1693,1022903208406130001510229004003038900085,20161229,20161113,W3431333,10401030,3,1413,P4,01,24,59,0800,0,0,正常车次，不受控
2400000Z490D,Z49,BXP,北京西,CDW,成都,BXP,北京西,CUW,重庆北,11:28,05:32,1,,18:04,Y,1084,1022903124406130005030389000001022900055,20161229,20161113,W3431333,10403010,3,1431,P4,01,08,59,0800,0,0,正常车次，不受控
24000000T90Q,T9,BXP,北京西,CUW,重庆北,BXP,北京西,CUW,重庆北,15:05,16:19,1,,25:14,Y,1514,1022903396406130000610229006613038900180,20161229,20161113,W3431333,10401030,3,1413,P4,01,14,59,0800,0,0,正常车次，不受控
24000000Z320,Z3,BXP,北京西,CUW,重庆北,BXP,北京西,CUW,重庆北,17:48,12:12,1,,18:24,Y,1104,1022903434406130000010229007463038900061,20161229,20161113,W3431333,10401030,3,1413,P3,01,07,59,0800,0,0,正常车次，不受控
2400000Z9501,Z95,BXP,北京西,CUW,重庆北,BXP,北京西,CUW,重庆北,18:06,16:33,1,,22:27,Y,1347,1025103124406730001910251001513042600229,20161229,20161113,W3431333,10401030,3,1413,P4,01,11,59,0800,0,0,正常车次，不受控
240000K50722,K507,BXP,北京西,GIW,贵阳,BXP,北京西,CQW,重庆,21:23,02:14,2,,28:51,Y,1731,1023603238406290000110236005363039900328,20161229,20161113,W3431333,10401030,3,1413,P3,01,27,59,0800,0,0,正常车次，不受控
6c0000G31202,G312,IZQ,广州南,ICW,成都东,IZQ,广州南,CUW,重庆北,06:30,17:37,0,,11:07,Y,667,O000000210M0000000029000000000,20161229,20161113,O3M393,O0M090,3,OM9,Q6,01,16,59,1300,0,0,正常车次，不受控
6c000G131602,G1316,IZQ,广州南,ICW,成都东,IZQ,广州南,CUW,重庆北,06:53,18:20,0,,11:27,Y,687,O000000241M0000000009000000000,20161229,20161113,O3M393,O0M090,3,OM9,Q7,01,19,59,1300,0,0,正常车次，不受控
6i000G131202,G1312,IOQ,深圳北,CUW,重庆北,IZQ,广州南,CUW,重庆北,08:10,19:33,0,,11:23,Y,683,O000000005M0000000069000000000,20161229,20161113,O3M393,O0M090,3,OM9,Q7,02,18,59,1300,0,0,正常车次，不受控
630000K3560A,K356,GZQ,广州,CUW,重庆北,GZQ,广州,CUW,重庆北,09:24,15:26,1,,30:02,Y,1802,1000003513400000002110000006893000000035,20161229,20161113,W3431333,10401030,3,1413,Q9,01,24,59,1100,0,0,正常车次，不受控
690000K5860E,K587,OSQ,深圳西,CDW,成都,GZQ,广州,CUW,重庆北,11:40,17:22,1,,29:42,Y,1782,1000003186400000001010000005083000000028,20161229,20161113,W3431333,10401030,3,1413,Q9,02,22,59,1100,0,0,正常车次，不受控
690000K83609,K837,OSQ,深圳西,CUW,重庆北,GZQ,广州,CUW,重庆北,12:35,18:15,1,,29:40,Y,1780,1000003124400000000610000000883000000055,20161229,20161113,W3431333,10401030,3,1413,Q9,04,24,59,1100,0,0,正常车次，不受控
630000K7760E,K776,GZQ,广州,CUW,重庆北,GZQ,广州,CUW,重庆北,12:50,11:54,1,,23:04,Y,1384,1000003496400000000110000006343000000108,20161229,20161113,W3431333,10401030,3,1413,Q7,01,16,59,1100,0,0,正常车次，不受控
